ID,Manufacturer Details
524,KRISHNA LABELS PVT. LTD. 162- UDYOG VIHAR PHASE-1- GURGAON 122001
525,"Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal"
526,"KRISHNA LABELS PVT. LTD.,162- UDYOG VIHAR PHASE-1-,GURGAON,HARYANA,122016"
527,"Mehta E-Retail India,17/2,1st floor,Central Market,Tilak Nagar,New Delhi,Delhi-110018,India,Ph-9953079291"
528,"SHREE HARI FASHION House No-371, MD Hospital Basement VPO-Jamalpur GURGAON HARYANA 122503"
529,"Knya Enterprise Pvt. Ltd. 401, Todi Building, Mathuradas Mill Compound, Lower Parel Mumbai 400013, MH, India"
530,Krishna Labels Pvt. Ltd. 162 Udyog Vihar Phase-1- Gurugram Haryana 122016
531,"Vijit Retail Private Limited, Plot No-309, Udyog Vihar Phase-6, Sector-37, Gurugram-122001"
532,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
533,"Productid-28932978:Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033;Productid-24535722:Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033;"
534,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
535,"Productid-32031213:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;Productid-32030585:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;"
536,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
537,"Productid-26313940:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;Productid-26313864:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;"
538,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
539,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
540,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
541,"Productid-26313940:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;Productid-31786685:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;"
542,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
543,"Productid-25704780:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-22562658:Kisah Apparels Pvt Ltd, P-62 Sector B, Metropolitan Housing society, Cannal South roard, Kolkata-7000105, West Bengal;"
544,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
545,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
546,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
547,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
548,"Productid-32968007:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;Productid-32968009:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;"
549,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
550,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
551,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
552,"Productid-25704780:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-25704770:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;"
553,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
554,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
555,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
556,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
557,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
558,"Productid-30829264:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-32461762:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;"
559,"Productid-30829244:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-22703956:Kisah Apparels Pvt Ltd, P-62 Sector B, Metropolitan Housing society, Cannal South roard, Kolkata-7000105, West Bengal;"
560,"Vijit Retail Private Limited, Plot No-309, Udyog Vihar Phase-6, Sector-37, Gurugram-122001"
561,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
562,"Productid-33260883:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;Productid-33260855:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;"
563,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
564,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
565,"Productid-25704780:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-17332406:Kisah Apparels, P-62 Sector B, Metropolitan Housing socity, Cannal South roard, Kolkata-7000105, West Bengal;"
566,"Productid-32262408:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-33105633:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;"
567,"Productid-29645844:Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033;Productid-29645846:Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033;"
568,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
569,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
570,"39E Post Office Road,Shop No 5,Gorabajar, Dumdum Cantonment, KOLKATA - 700028"
571,"Productid-32262408:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-33105633:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;"
572,"Productid-17027000:Indian Needle Pvt. Ltd. Add-B-14 Azadpur,Delhi-110033;Productid-28932978:Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033;"
573,"Productid-33260782:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;Productid-33260906:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;"
574,"Productid-28310654:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;Productid-28310652:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;"
575,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
576,"See Designs, D-57, Sector 7, Noida UP 201301"
577,"Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033"
578,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
579,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
580,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
581,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
582,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
583,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
584,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
585,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
586,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
587,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
588,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
589,"Mokksha Designs, Old No:169,New No:101,SIDCO Plot North ,7Th street,Pattravakkam,Ambattur,600098"
590,"Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033"
591,"Pawan Kumar, house no. 22-c, virat nagar, model-town, Panipat, Haryana, pincode:-132103, company name :-shagun enterprises."
592,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
593,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
594,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
595,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
596,"Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitian Housing society,Kolkata-700105, West Bengal"
597,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
598,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
599,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
600,"See Designs Lifestyle Private Limited, A 184, 2nd Floor, Sector 63, Noida UP 201301"
601,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
602,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
603,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
604,"Name: Shri Ram Enterprises. Address: T-2/156, Mangolpuri Industrial Area, Phase 1, Delhi: 110083"
605,"See Designs Lifestyle Private Limited, A 184, 2nd Floor, Sector 63, Noida UP 201301"
606,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
607,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
608,"Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033"
609,"MAAHII FABRICS PRIVATE LIMITED 111, West Chowbaga, Panchanogram, Kolkata, West Bengal 700105"
610,"Sunshine International PLOT NO :18,GORJIWALA INDUSTRIAL ESTATEOPP. CHURCH,NEAR SAFARI COMPLEXBHESTAN CANAL,BHESTAN SURAT-395023"
611,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
612,"Well Tex, 4009/4th Floor, New Sardar Traders Market (NSTM), Puna Kumbhariya Road, Near Sardar Market (APMC), SURAT, 395010."
613,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
614,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
615,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
616,"Syonn Fashion, 17 Park Lane, 3rd Floor, Kolkata - 700064."
617,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
618,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
619,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
620,"Syonn Fashion, 17 Park Lane, 3rd Floor, Kolkata - 700064."
621,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
622,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
623,"Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitian Housing society,Kolkata-700105, West Bengal"
624,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
625,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
626,"Sanwara Fashions, C107, Paridhan Garments Park, 19, Canal South Road,, KOL-700015, India. E-support@sanwara.com; Contact : 033-2323-1070"
627,"Mokksha Designs,169, ,SIDCO Plot North, Ambattur Industrial Estate,Chennai,TAMILNADU-600098"
628,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
629,"Mangla Apparels India Private Limited, Plot No.118-E, Sec-56, Phase-V, Kundli, Sonipat, Haryana 131028"
630,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
631,"ASOPALAV CREATIONS PVT LTD, PLOT NO. A/2,, ROAD NO.1, UDHANA UDYOGNAGARUDHANASurat , GUJARAT - 394210"
632,"Omnipresent Lifestyle L.L.P Plot 411/412A C/o Shreeji Prints Pvt.Ltd, Pandesara G.I.D.C,Surat-394230"
633,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
634,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore - 560037"
635,"ASOPALAV CREATIONS PVT LTD, PLOT NO. A/2,, ROAD NO.1, UDHANA UDYOGNAGARUDHANASurat , GUJARAT - 394210"
636,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
637,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore - 560037"
638,"SUNSHINE LIFESTYLE ,PLOT -I 154,SACHIN GIDC,SURAT-395002"
639,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
640,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
641,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
642,"Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033"
643,"Sunshine International PLOT NO :18,GORJIWALA INDUSTRIAL ESTATEOPP. CHURCH,NEAR SAFARI COMPLEXBHESTAN CANAL,BHESTAN SURAT-395023"
644,"Well Tex, 4009/4th Floor, New Sardar Traders Market (NSTM), Puna Kumbhariya Road, Near Sardar Market (APMC), SURAT, 395010."
645,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
646,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
647,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
648,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
649,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
650,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
651,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
652,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
653,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
654,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
655,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
656,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
657,"Mokksha Designs,169, ,SIDCO Plot North, Ambattur Industrial Estate,Chennai,TAMILNADU-600098"
658,"SIXTH SENSE - SJIT,No 12, ,Laggere Main Road,RAJIV GHANDHI NAGAR, Near Anjaneya temple,KARNATAKA 560058"
659,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
660,"Productid-28932978:Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033;Productid-24535722:Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033;"
661,"Productid-32031213:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;Productid-32030585:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;"
662,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
663,"Productid-26313940:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;Productid-26313864:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;"
664,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
665,"Productid-26313940:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;Productid-31786685:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;"
666,"Productid-25704780:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-22562658:Kisah Apparels Pvt Ltd, P-62 Sector B, Metropolitan Housing society, Cannal South roard, Kolkata-7000105, West Bengal;"
667,"Productid-32968007:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;Productid-32968009:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;"
668,"Productid-25704780:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-25704770:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;"
669,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
670,"Productid-30829264:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-32461762:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;"
671,"Productid-30829244:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-22703956:Kisah Apparels Pvt Ltd, P-62 Sector B, Metropolitan Housing society, Cannal South roard, Kolkata-7000105, West Bengal;"
672,"Productid-33260883:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;Productid-33260855:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;"
673,"Productid-25704780:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-17332406:Kisah Apparels, P-62 Sector B, Metropolitan Housing socity, Cannal South roard, Kolkata-7000105, West Bengal;"
674,"Productid-30918009:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;Productid-30918033:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;"
675,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
676,"Productid-32262408:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-33105633:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;"
677,"Productid-17027000:Indian Needle Pvt. Ltd. Add-B-14 Azadpur,Delhi-110033;Productid-28932978:Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033;"
678,"Productid-33260782:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;Productid-33260906:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;"
679,"Productid-28310654:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;Productid-28310652:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;"
680,"Productid-25704780:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-21164350:Kisah Apparels Pvt ltd, P-62 Sector B, Metropolitan Housing society, Canal South road, Kolkata-7000105, West Bengal;"
681,"Productid-26313840:Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033;Productid-24802712:Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033;"
682,"Productid-29914403:Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033;Productid-29914428:Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033;"
683,"Productid-15584452:Kisah Apparels Private Limited,P62 Canal South Road, Sector B, Kolkata 700105;Productid-29945227:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;"
684,"Productid-31894944:Indian Needle Pvt ltd,B-14 Industrial Area ,G.T Karnal Road Azadpur ,Delhi-110033;Productid-31894973:Indian Needle Pvt ltd,B-14 Industrial Area ,G.T Karnal Road Azadpur ,Delhi-110033;"
685,"Productid-32262408:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-6419976:Kisah Apparels Private Limited,P62 Canal South Road, Sector B, Kolkata 700105;"
686,"Productid-31894963:Indian Needle Pvt ltd,B-14 Industrial Area ,G.T Karnal Road Azadpur ,Delhi-110033;Productid-31894944:Indian Needle Pvt ltd,B-14 Industrial Area ,G.T Karnal Road Azadpur ,Delhi-110033;"
687,"KAAJ STUDIO LLP, Building no. 1, 1st Floor, Plot No. 3305, Road No. 33, Near Rajkamal Char Rasta, Surat, Gujarat, 394230"
688,"Productid-32148900:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;Productid-32148897:Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046;"
689,"Productid-29945227:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;Productid-25704770:Kisah Apparels Private Limited, P-62 South Canal Road, Sector B, Third Lane, Metropolitan Housing society,Kolkata-700105, West Bengal;"
690,"One Million Clothing. Unit ""O"" Second floor swadeshi market mumbai - 400002."
691,"Jk Clothing Pvt. Ltd 9/C, Godown NO.1 Vora Compound Near Parel Cotton Press Factory Elphistone Bridge Parel(E) Mumbai-400012"
692,"Jk Clothing Pvt. Ltd 9/C, Godown NO.1 Vora Compound Near Parel Cotton Press Factory Elphistone Bridge Parel(E) Mumbai-400012"
693,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
694,"Sanwara Fashions, C107, Paridhan Garments Park, 19, Canal South Road,, KOL-700015, India. E-support@sanwara.com; Contact : 033-2323-1070"
695,"ADITYA GLOBAL INC Plot No. 20, Block-C, Industrial Area, Phase 1,Mangol Puri, New Delhi, North West Delhi, Delhi, 110083Delhi, 110033, India"
696,"Jk Clothing Pvt. Ltd 9/C, Godown NO.1 Vora Compound Near Parel Cotton Press Factory Elphistone Bridge Parel(E) Mumbai-400012"
697,"Mangla Apparels India Private Limited, Plot No.118-E, Sec-56, Phase-V, Kundli, Sonipat, Haryana 131028"
698,"One Million Clothing. Unit ""O"" Second floor swadeshi market mumbai - 400002."
699,"Cot'N Soft Fashion & Retail, 1872, Near By Pass Road, Faridabad, 121008"
700,"Sanwara Fashions, C107, Paridhan Garments Park, 19, Canal South Road,, KOL-700015, India. E-support@sanwara.com; Contact : 033-2323-1070"
701,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
702,"See Designs, D-57, Sector 7, Noida UP 201301"
703,"Indian Needle Pvt. Ltd..Add-B-14 Azadpur,Delhi-110033"
704,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
705,"SUNSHINE INTERNATIONAL,PLOT NO-17/18, 1ST FLOOT,BHESTAN,Surat,GUJARAT-395023"
706,"Indian Needle Pvt ltd,B-14 G.T Karnal Road Industrial Area,Near Telephone exchange,delhi-110033"
707,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
708,"Indian Needle Private Limited-B-14 Industrial area near G.T.Karnal Road,Azadpur Delhi-110033"
