ID,Manufacturer Details
191,"CHANEL FOR FASHION PRIVATE LIMITED,PLOT NO H1-78, RICCO INDUSTRIAL AREA MANSAROVAR JAIPUR RAJASTHAN 302020"
192,"United Textile Mills Pvt Ltd B-501 to 506, Dhanashree Heights, Off. Veera Desai Road, Azad Nagar, Andheri - (W). Mumbai - 400053"
193,"Sixth Sense, No 4 And 4 A, Survey No 80, Near Laggere Bridge, Outer Ring Road, Bangalore-58"
194,"United Textile Mills Pvt LtdB-501 to 506, Dhanashree Heights, Off. Veera Desai Road, Azad Nagar, Andheri - (W). Mumbai - 400053"
195,"BATRA COLONYJ K BAL VIDHYA MANDIRPanipat , HARYANA - 132103"
196,"AMZIRA, B-78 Kamal Park Society, Near Gujarat Mobile, Kapodara,Surat 395006"
197,"bindal inc.,676 phase2 scetor-37 gurgaon 122001,9953353985"
198,"BGN APPARELS,676 PHASE 2 SECTOR-37 GURGAON 122002,9953353985"
199,Xepon 28-29 R.K Industries Kapodra Surat -395006
200,"Arshia Fashions, Niti Khand -1, Indirapuram, Ghaziabad, U.P. - 201014"
201,"JBN Creation, 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
202,"Utsav Fashion Pvt. Ltd D 112, Phase1, OkhlaNew Delhi - 110020, India"
203,"ARGORI TARAFDER PARA , JUMMA MASJID ,OPPOSITE SEVAYAN NURSING HOME ON ANDUL ROAD ,MADRASHA ROAD ,India,711302"
204,"KiariB-149, Sector-6 Noida 201301,Uttar Pradesh"
205,"Arangers Retail India Pvt Ltd, IX/182, Geeta Colony, Near Pusta Road, Delhi, 110031"
206,"Vedant Fashions Limited. Paridhan Garment Park, SDF Building, Block A, Kolkata 700015"
207,"Muskan Fashion, Gandhi Nagar Delhi 110031"
208,"Puneet Apparels Pvt. Ltd., 145-147, Readymade Complex, Pardeshipura, Indore (M.P) 452010"
209,"Vastraa Fusion Enterprises, Sec 23 Dwarka, New Delhi 110077; vastraafusion@gmail.com; 8800092937"
210,"ASPRIYA FASHION PRIVATE LIMITED G1-31, APPAREL PARK, RIICO INDUSTRIAL AREA, MAHAL ROAD JAGATPURA JAIPUR RAJASTHAN INDIA -302025"
211,"HK TEXFAB PRIVATE LIMITED, E-207 PHASE IV, FOCAL POINT, LUDHIANA, PUNJAB - 141010"
212,"Latest Chikan Garments - 602/1840 Awadh Enclave Colony - Dubagga, Lucknow - 226003"
213,"Name: Shri Ram Enterprises. Address: T-2/156, Mangolpuri Industrial Area, Phase: 1, Delhi: 110083"
214,"Aditya Global Inc, A-80/1, G.T. KARNAL ROAD, New Delhi-110033"
215,"Name: Daulat Ram Om Prakash. Address: 1127, Kucha Natwa, Chandni Chowk: 110006"
216,"Badoliya & Sons, Shop No 323/2, Basement, Hari Nagar Ashram, New Delhi PIN:110014"
217,"FABINDIA LIMITED.Plot No. 10, Local Shopping Complex, Sector B, Pocket- 7, Vasant Kunj, New Delhi- 110070"
218,"Reset Collection, A-103, SLF VED VIHAR, LONI, GHAZIABAD, UP-201103"
219,"Kidashion Enterprises, A-103, SLF VED Vihar, Loni, Ghaziabad, UP-201102, India"
220,"FABINDIA LIMITED. Plot No. 10, Local Shopping Complex, Sector B, Pocket- 7, Vasant Kunj, New Delhi- 110070"
221,"Shree Varahi Export GANESH MAWATI KI DHANI, SANGANER, SANGANER,JAIPUR 302029"
222,"GEE IMPEX,PLOT NO-3716, ROAD No. 37, GIDC, SACHIN, INA, SURAT, GUJARAT, 394230,"
223,"37-38, Polariss Mall, Near Bhaiya Nagar B.R.T.S JUNCTION, PUNAGAM, SURAT - 395010"
224,"Ambraee Enterprises, B-8, 2nd Floor, Kartarpura, Industrial Area, Sharma Colony,BaisGodam, Jaipur, Rajasthan-302006"
225,"1ST FLOOR, OFFICE NO - 02, MAYA GARDEN GALLERIA, ZIRAKPUR, PUNJAB, 140603, INDIA"
226,"Zenzior Brand Technology Private Limited, B-4038, Ashirwad Textile Market,Magob, Surat-395010"
227,"Nouvio Lifestyle Private Limited,Plot No. 28-29,1st Floor, Kesar Nagar A, Muhana Mandi Road,Jaipur,Rajasthan-302020"
228,"Bunaai white official pvt limited, 3RD FLOOR, B 29-30, B 39-40, 22 GODAM CIR, INDUSTRIAL AREA, HAWA SADAK, SHARMA COLONY, ASHOK NAGAR, JAIPUR, RAJASTHAN 302001"
229,"GoSriKi, Plot T01-T06, Laxminarayan Industrail Estate BRC Compound, Oppo Daksheshwar Mahadev Temple, Udhana, Surat, Gujarat 394210"
230,"Khushal K, Y-240, Mahaveer Nagar, Sanganer, Jaipur Rajasthan-302029-IN, Contact- bhagwatifashions9@gmail.com, 9269400009"
231,"First Floor,17,18,19,Shiv Aashish Industries,Chosath Jogni Mata Mandir To South Zone Road, Opp- Jay Vijay, Near Chosath Jogni Mata Mandir,U.M.Road, Udhna, Surat-395001"
232,"PANKAJ TEXTILES PLOT NO Y 246-B, LS-20 MALL, FIRST FLOOR, MAHAVEER NAGAR - Y, SANGANER, JAIPUR, Jaipur, Rajasthan, 302029"
233,"Gopinath Textile , Road No. 65A, 6502/02, Sachin GIDC, Sachin, Surat, Surat,Gujarat, 394230"
234,"Utsav Fashion Pvt. Ltd D 112, Phase1, Okhla New Delhi - 110020, India"
235,"Tirupati Creations,Khatiko Ki Dhaal, Sanganer, Jaipur-302029"
236,"Harshana Carfts , Ruchi Aggarwal , B 29/108 , Mohalla Purani Tehsil , Bazaar Bansa wala Phagwara -144401"
237,"SY. NO.-135, PLOT - 81 TO 84, 2ND FLOOR, AKSHAY IND. ESTATE, OLD GIDC, DUDHWALA COMPOUND, KATARGAM, SURAT-395004"
238,"IMROZ HOUSE ,36,nemi nagar,shri ram marg, gandhi path,vaishali nagar, jaipur rajasthan.302021"
239,"Patiala House,B-4029,RRTM Building Behind Bharat Cancer Hospital,Saroli-Surat-395010"
240,"SURASHAS PLOT NO A26 A27 A28 A29, TIRUPATI VIHAR, GOKHALYAWAS, MANSAROVAR, NEAR BABA PARADISE, 302020"
241,"GOURIWALA TEXTILES PRIVATE LIMITED,G-190, RIICO INDUSTRIAL AREA SITAPURA JAIPUR RAJASTHAN,302022"
242,"ZIVORE APPAREL PRIVATE LIMITED B-5,SECTOR 85 Noida,Gautam Buddha Nagar, Uttar Pradesh, 201301"
243,"BLACK SCISSOR PLOT NO.18,, 1st FLOOR, NAND INDUSTRIAL.CO.OP.SOCIETY,NEAR PARMANAND BUS STAND, KHATODARA, UDHANASurat , GUJARAT - 395017"
244,"Kvsfab,B-4029,RRTM Building Behind Bharat Cancer Hospital,Saroli-Surat-395010 / Contact us :-9662184407"
245,"Oequal Fashion,PLOT NO.S-57 TO S-60, SHREE LAXMINARAYAN INDUSTRIAL PARK, OPP. DAXESHWAR MAHADEV TEMPLE, UDHNA BHESTAN ROAD, UDHNA, SURAT-394210,"
246,"243, MAHAVIR NAGAR-Y, 80 FIT ROAD SANGANER, Jaipur, Rajasthan, 302029"
247,"Vaniya Enterprise, 202, Sangini Textile HUB-B, Surat-395017"
248,"H S STUDIO LLP C-208A FIRST FLOOR, NIRMAN NAGAR, OPP. SHYAM NAGAR POLICE STATION, JAIPUR, RAJASTHAN 302019"
249,"DRISTI CREATION B-51, New Sachivalya Vihar, Ricco Kanta,Mansarovar, JAIPUR, Rajasthan, 302020"
250,"Block T 01-06, Road 2Laxminarayan Industrial Estate, Udhna-394210.Surat"
251,"Punagam, Surat, Gujarat, India - 395010"
252,"36/37, parsvnath narayan city, b-block, near muhana mandi, sanganer, jaipur 302029"
253,ZIVORE APPAREL PRIVATE LIMITED1st Floor Sector 83 Phase-2 Noida U.P-201305
254,Libas impex B-19 sector-83 phase-2 noida-201305
255,"H & S STUDIO LLP C-208A FIRST FLOOR, NIRMAN NAGAR, OPP. SHYAM NAGAR POLICE STATION, JAIPUR, RAJASTHAN 302019"
256,"KALINI , Block T 01-06, Road 2,Laxminarayan Industrial Estate, Udhna-394210.Surat"
257,"KESHVI FASHION LLP,SHOP NO 7036, ASHIRWAD TEXTILE MARKET, KODODARA ROAD,MAGOB,SURAT,GUJRAT-394327"
258,"BHARODIYA ENTERPRISES ,38, GAURAVPARK SOCIETY, NEAR DHANLAXMI SOCIETY NANA VARACHHA, SURAT, Surat, Gujarat, 395006,"
259,"JAIPUR MAJESTIC CREATION 36/37 PARSVNATH NARAYAN CITY, B-BLOCK, NEAR MUHANA MANDI, SANGANER, JAIPUR 302029"
260,"Stylum Mart Private Limited, First Floor,Plot No. 26C,Behind JK Tyre Showroom,Diggi Malpura Road,Sanganer,Jaipur, Rajasthan, 302029"
261,"Deepam, First Floor,Plot No.26B,26C,Behind JK Tyre Showroom,Diggi Malpura Road,Sanganer,Jaipur,Rajasthan, 302029"
262,"Threadbucket Studio LLP Plot No A-15/4, Besides Sai Baba Temple, Road No.8, Udhna Udhyog Nagar, Udhna, Surat-Gujarat - 394210"
263,"HP Fab Tex Pvt. Ltd.Plot No. 504, Sachin GIDC, Surat, Gujarat -394230"
264,"Threadbucket Studio LLP Plot No A15/4, Besides Sai Baba Temple, Road No.8, Udhna Udhyog Nagar, Udhna, Surat-Gujarat - 394210"
265,"NYX APPARELS, 157 KHIRKI VILLAGE, MALVIYA NAGAR NEW DELHI, DELHI-110017"
266,"QOMN Apparels, 4th Floor Manglam Plaza RIICO industrial Area Mansarovar Jaipur-302020"
267,"Bhumi E Retail Pvt ltd, F-255-A, 1st floor, RIICO Industrial Area, MANSAROVAR, JAIPUR, Rajasthan, 302020, 01414034952"
268,"Aditya Birla Fashion & Retail Ltd, Pantaloons, Piramal Agastya Corporate Park, Building A, 4th & 5th Floor, Unit No. 401, 403, 501, 502, L.B.S. Road, Kurla, Mumbai 400070"
269,"Falcon Apparels, Plot in KH No. 37/19,20,22, MIN Ground Floor, Kapashera, New Delhi–110037"
270,"Jay bharat Overseas Pvt Ltd, BASEMENT, SHOP NO 22 TO 44, RUSHABH TEXTILE TOWER,BH SURAT TEXTILE MARKET RING ROAD,395002,Surat ,GJ,"
271,"Eternal Clothing Line B 27, 28, 29 Central Park GIDC Pandesara Surat - 394221Surat , Gujarat - 394221"
272,"Dheera fashion Lifestyle, H-143, Mansarover, RIICO Industrial Area, Jaipur, Jaipur, Rajasthan,302020302020"
273,"Taraasha Creations Pvt. Ltd.: A-96, Second Floor, MB Road, Saidulahjab, New Delhi - 110030"
274,"Kavita Women Wear Private Limited,B-27,Sector-85,Noida U.P - 201305, Contact Us 9319995373"
275,"Ahalyaa711, 2nd Floor, Road No.7, opp. Armaan Mill, Sachin GIDC, Sachin - 394230"
276,"Manufacturer Name - Thread bucket Studio LLP ,Manufacturer Add - Plot No A-15/4,Beside Sai Baba Mandir,Road No.8,Udhna Udhyog Nagar,Udhna,Surat-394210"
277,"Dyuti Creations Pvt.Ltd., H-143, Mansarover, RIICO Industrial Area, Jaipur, Jaipur, Rajasthan,302020"
278,"DIVYANK FASHION, G-1-335, Frist Floor, Behind Amol Pharmaceuticals Sitapura Industrial Area, Jaipur, Rajasthan-302022"
279,"Aravalii Ecommerce India Private Limited,380/4,100 feet road, Ghitorni, Delhi-110030"
280,"Mokksha Designs, Old No:169, New No:101, SIDCO Plot North, 7th Street, Pattravakkam, Ambattur-600098"
281,"Kavita Women Wear Private Limited,B-27,Sector-85,Noida U.P - 201305"
282,"Sunidhi Lifestyle (Plot No-509-510,2nd Floor, Saini Market, Behind H Block,Palam Vihar,Gurgaon,Haryana-122017)"
283,"Brand Studio Lifestyle Pvt Ltd Sy#330/B,324,331,331/B,331 1& 334/1Marasur Village Kasaba Hobli Anekal Taluk Bangalore 562106"
284,"SHREE BALAJI FASHIONS, B39, AKURLI INDUSTRIAL ESTATE, AKURLI ROAD, KANDIVALI EAST, MUMBAI - 400101, 9029004597"
285,"EGNK HOME & DESIGNS,137, padmawati colony - B, New sanganer road, jaipur, Jaipur,Rajasthan- 302019,"
286,"V B Exports, 7005, Hi-tech Textile Centre (HTC Market) Location:- Mithi Khadi Rd, Anjana,Gujarat, SURAT - 395002"
287,"SOCH APPARELS PRIVATE LIMITED, No 14, Bachammal Road, CoxTown, Bengaluru (Bangalore) Urban, Karnataka, 560005"
288,"FERANOID, S-3B, KARTARPURA INDUSTRIAL ARE, 22 GODOWN, JAIPUR, RAJASTHAN, 302006"
289,"Fable Label,2nd Floor, Plot No.171/1, Pandesara GIDC, Surat, Gujarat (394221)"
290,"JanakDulari Creation, 17 Paliwal Garden, Khadi Gramodhyog Road, Behind Salim Paper, Sanganer, Jaipur 302029 Raj."
291,"CANTABIL RETAIL INDIA LIMITED, B-16 Lawrence Road, Industrial Area,New Delhi 110035"
292,"Jevi Prints, Gala No. 110/111, Jogani Ind. Estate, Chunabhatti, Mumbai - 400022"
293,"SXV STYLE,gokuldham society, plot no.21,22, variyav road, opp. Ashram Road, near exxoniic mall, Jahangir Pura, Surat, Gujarat 395005"
294,ROXY INTERNATIONAL PLOT NO 22-23 DADU NAGAR SANAGNER 3020229
295,"Plot no-19, vrunda embropark,surat-395006"
296,"M/S JO & JEN ENTERPRISES, 78-KRISHNA NAGAR, KALYANPURA, SANGANER, JAIPUR,-302020"
297,"Keshubaba Ventures, Poonam Heights, S V Road, Goregaon West, Mumbai - 400104"
298,"Plot no-19, vrunda embropark,Surat-395006"
299,"Jaypee Spintex Pvt Ltd, C-79, Sector-8, Noida (U.P)-201301"
300,Swastik Corporation 23 Sunny Nagar Pratap Nagar Jaipur Rajasthan-302033
301,"Lower Ground Floor 1143, Rustomjee Eaze Zone Mall Sunder Nagar, Malad West Mumbai, Maharashtra 400064 India"
302,"Saree Swarg, 78-79, 1st Floor, Meghdhara Market, A Wing, 1402 Anjur Phata, Bhiwandi - 421302"
303,"FERANOID, S-3(B), KARTARPURA INDUSTRIAL AREA, 22GODOWN, JAIPUR RAJASTHAN-302006"
304,Kavita women wear Pvt Ltd B-27.Sector-85 Noida U.P-201305
305,"D W APPARELS, U-18, Laxminarayan Industries Opp.Deksheshwar Mandir Brc Compound Udhana Surat (Gujrat)-394210"
306,"B S Fashion- 46 Saini Colony Sanganer,Jaipur-302029"
307,"RKM INTERNATIONAL LLP AND G-113, RIICO INDUSTRIAL AREA, MANSAROVAR, JAIPUR, 302020"
308,"M.K.Tailoring House, G-1/91, Sitapura Industrial Area, Jaipur-302022. +919261263628"
309,"Divyank Fashion Pvt.Ltd. G-1-335, Frist Floor, Behind Amol Pharmaceuticals Sitapura Industrial Area, Jaipur, Rajasthan-302022"
310,"Cheshtaa Apparels India Pvt Ltd Plot no 78, Bijwasan Rd, near Sarovar Portico Hotel, Kapas Hera Extension, Kapas Hera, New Delhi, Delhi 110037"
311,"SOCH APPARELS PVT LTD, 14, Bachammal Rd, Pulikeshi Nagar, Bengaluru, Karnataka 560005"
312,"SkyLand Creation, Salasar Textile Market, Shop No 4053 to 4055, Shop No. 4072 to 4075, 4th Floor, Surat, Gujarat 395010"
313,"NETWORK CLOTHING COMPANY PRIVATE LIMITED,S.F.NO.328, Vinayagar Kovil Street, Uthukuli Main Road, Palayakkadu, Tirupur - 641607"
314,"Indicut Lifestyle LLP,Plot No. A1/17, Road No. 10, Hojiwala Industries, Village Bhatia, Surat, Gujarat. Pincode-394230"
315,"Studio Shringaar Private Limited Gala No.205, 2nd Floor, Sun Industrial Estate Premises, Sun Mill Compound, Lower Parel (W), Mumbai - 400013."
316,"Brand Baaja Bride LLP: Shop 102-103-104 Vardan Textile Market, Parvat Patiya, Surat-395010"
317,"United Textile Mills Pvt LtdB-501 to 506, Dhanashree Heights, Off. Veera Desai Road, Azad Nagar, Andheri - (W). Mumbai - 400 053"
318,"Samhitas Apparel Kodichikkanahalli Main Rd, Seenappa Layout, Bommanahalli, Bengaluru, Karnataka 560076"
319,"Retail Boost, B25, Laxminarayan Industrial Estate, Udhna - 394210"
320,"SANSKRUTI EXPORTS,H1 -320, Riico Industrial Area,Jaipur , Rajasthan - 302022"
321,"In Time Garments Private Limited, Plot No. 630, SECTOR -69, IMT Faridabad, Haryana 121004"
322,"Step by Step Creations, 52A/9, Kishangarh, New Delhi - 110070"
323,"Patiala House,B-4029,RRTM Building Behind Bharat Cancer Hospital,Saroli-Surat-395010 / Contact us :-9512700422"
324,"Go Fashion (India) Limited, 5th Floor, 4, Sathak Center, Nungambakkam High Road, Chennai, Tamil Nadu - 600034"
325,"Amitto, A-10,3rd floor, Gujrawala town, Delhi-110009"
326,"Go Fashion India Private Limited, 8/626, A V P Layout , Angeripalayam Main Road, Tiruppur - 641603"
327,"NETWORK CLOTHING COMPANY PRIVATE LIMITED, No 2/641 NCC House, Mangalam Road, Andipalayam, Tiruppur - 641687"
328,"Laado Creations, F-12/25, Krishna Nagar, Delhi - 110051"
329,Neel fab & fashion 10 Vardhman colony sanganer jaipur 302029
330,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037"
331,"KANAV APPARELS,1429/1A/1, GEHLEWAL MAIN ROAD , VILLAGE GEHLEWAL , RAHON ROAD , LUDHIANA, 141007,Punjab"
332,"Go Fashion India Private Limited, 4, 5th Floor, Sathak Center, Chennai - 600034"
333,"Soch Apparels Pvt Limited, Address: 14, Bachammal Rd, Pulikeshi Nagar, Bengaluru, Karnataka 560005"
334,"Go Fashion (India) Limited, 43/20, Nungambakkam High Road, Chennai, Tamil Nadu - 600034"
335,"Castle,177 Sant Nagar East Of Kailash,New Delhi-110065"
336,"Go Fashion India Limited, 4, 5th Floor, Sathak Center, Chennai - 600034"
337,Shivay Creations 11 V V Sec-9 Rohini Delhi-110085
338,Miaz lifestyle G-53 B kalkaji New Delhi-110019
339,"Global eTree ServicesPvt. Ltd., 177, Sant Nagar, East of Kailash, New Delhi - 110065"
340,"Shine N Sober, C-170, Basement, Dayanand Colony, Lajpat Nagar - 4, New Delhi-110024"
341,"Clora Creation, C-170, Basement, Dayanand Colony, Lajpat Nagar - 4, New Delhi-110024"
342,"Trendmalls Industries Private Limited, GODOWN-90, MIL. NO.-861, Ambika Industrial Estate, Poona Kumhariya Road, Saroli, Surat-395010. Customer Care No: +91 8264546547"
343,"LetsDressUp Fashion Private Limited, 220, Ocus Quantum, Sector 51, Gurgaon, Haryana- 122018"
344,"F-12/25, Krishna Nagar, Delhi - 110051"
345,"Go Fashion India Private Limited, 4, 5th Floor, Sathak Center, Nungambakkam High Road, Chennai - 600034"
346,"E-1007,Epip Phase III, Riico Industrial Area, Behind poornima College, Sitapura Jaipur-302022"
347,"TAHVO DESIGNS AND PRODUCTIONS PRIVATE LIMITED , PLOT NO 519, SECTOR 31, GURGAON - 122001"
348,"Dhruv Global Ltd. 14th Milestone, Mathura Road, Faridabad, 121003"
349,"Goodwill Impex Limited G-1,95-96,Sitapura Industrial Area, Sanganer,Jaipur-302022"
350,"OTABU ,SAROLI SURAT -395010"
351,"Fablestreet Lifestyle Solutions Pvt Ltd, Plot 362, Phase II, Udyog vihar, Gurugram - 122016"
352,"OTABU, SAROLI SURAT-395010"
353,"CHERUB FASHION PRIVATE LIMITED - A-4/S, SECTOR-80, G.B NAGARNoida , UTTAR PRADESH - 201301"
354,"OTABU B-28/29 SUBHAM INDUSTRY , Near Vihatmata Mandir Saniya Hemad Village Saroli Surat Gujarat 395010."
355,"The Rainbow Tribe.Ta 108, Tuglakabad ext, New Delhi. 110019"
356,"Excel Textile, R-2/231, Raj Nagar, Ghaziabad, UP-201221"
357,"CHANDERKASH ENTERPRISES, A-2/21 Block-C, Rana Park Siraspur Delhi-110042"
358,"ADDYVERO, Gurgaon, Haryana-122001"
359,"Stupa fashion Khasra no-1143/2,3rd floor, Lal dora village,Rithala, new delhi-110085"
360,"Aman Exports International G-361, Sitapura Industrial Area, Jaipur-302022, Ph:9828045242"
361,"Clora Creation, C-170, Basement Dayanand Colony, Lajpat Nagar - 4, New Delhi-110024"
362,"Popnetic Fashions and D-355 ,Sector-10 Noida-201301"
363,"First Floor, 104, Vasan Udyog Bhavan, Senapati Bapat Marg, Lower Parel, Mumbai - 400013."
364,"Radhey Rama Landmark Private LimitedF-111, EPIP, Garment Zone ,RIICCO Industrial Area, GIT, India Gate Sitapura,, Jaipur, Rajasthan-302022Jaipur , Rajasthan - 302022"
365,"AMBRAEE, B-8 KARTARPURA, NEAR MAJDUR MAIDAN,BAIS GODOWN INDUSTRIAL AREA, JAIPUR,RAJASTHAN, 302006"
366,DAYA EXPO - Plot No -162 DLF Industrial Area Phase-1 Faridabad Haryana-121003
367,"Weave And Knits,Plot-151,Udyog Vihar Phase 6,Sec-37,Gurgaon,HR-122001"
368,"KRIDEV, 410, ASHISH INDUSTRIAL ESTATE, GOKHALE ROAD, DADAR - 400025"
369,Parmar Enterprise Katargam Surat Gujarat - 395010
370,Risingstars B77 Kaushambi Ghaziabad UP-201010
371,"Mala Merchant D-442, Sumel Business Park Safal, 4 Kalupur Bridge Amdupura, Saraspur Ahmedabad, Gujarat 380025"
372,"KARTIK FASHION,A-57,SECTOR -58.2ND FLOOR,NOIDA,UP-201301"
373,"Brijal Lad, 8, Shivashish Soc, B H Gangeshwar Temple, OPP. St. Mark School, Adajan, Surat, 395009"
374,"Jamie infotech, A-10, 3rd floor, Gujrawala town, Delhi-110009"
375,"MONARK CREATION INDIA, B-72, DR. AMBEDKAR COLONY, STREET NO. 9, 1st FLOOR, CHATTARPUR, NEW DELHI-110074"
376,"Falcon Apparels, Plot in KH No. 37/19,20,22, MIN Ground Floor, Kapashera, New Delhi110037"
377,"Galaxy Garments Pvt Ltd ,E-110,Sector -63,Gautam Buddha Nagar, Uttar Pardesh -201301"
378,"Broowl International 1st floor, khasra no. 25/10/2, Rishal Garden,Nangloi Delhi-110041"
379,"P Inspiration. 1st floor, Shree Kunj Apartment. 6 Alipore Avenue, Kolkata-700027"
380,"GENERATION, B-7/1 RANA PRATAP BAGH, DELHI-110007"
381,"Berrylush Designs Private LimitedB113, Sector 67, Noida, U.P.- 201301, India"
382,"Falcon Apparels, Plot in KH No. 37/19,20,22, MIN Ground Floor, Kapashera, New Delhi110038"
383,"GG Apparels,Ground Floor,Plot no 32,Sector 34,Gurugram,Haryana - 122001"
384,"Fablestreet Lifestyle Solutions Pvt Ltd, Plot 250, Phase I, Udyog Vihar, Gurgaon - 122016"
385,E 138 MATRUSHAKTI SOC PUNAGAM SURAT395010
386,"Cutiekins Private Limited ,2nd Floor ,A-25/1,Phase-1,Naraina Industrial Area,Delhi-110028"
387,"JOVK DESIGN, A-12 royal plazza nr patel park society bapa sitaram chowk,simada gam road,pin:-395006 surat,gujrat"
388,"143,first floor,pramukh park society,near bapa sitaram chowk,395006"
389,"143, first floor, pramukh park society, near bapa sitaram chowk, simada, surat, Gujrat 395006"
390,"SWARR, 1672, Brhamaputra Apartments, NOIDA, UTTAR PRADESH, 201303"
391,"Bhama Designs Private Limited, Plot No.-4, Small Scale, Co-op Industrial Estate, GT Karnal Road, Delhi-110034"
392,"FALCON APPARELS, khewat no.676/803, Mustil no. 93, kila no. 6/1/1, VPO Bhora kalan, Binola Industrial area, Pataudi, Manesar, Gurugram, Haryana, 122052"
393,Bhama Designs Private Limited First Floor A-31 Mohan Co-Operative Industrial Estate Pincode-110044
394,"A-31 Mohan Co-Operative Industrial Estate, 110044"
395,"PLOT NO-3,SHREEJI ESTATE,NEAR KALYAN NAGAR SOC,PUNA GAM T SILVER CHOWCK ROAD,SURAT-395010."
396,"LAXMI TRADING CORPORATION, Sankrail Industrial Park, Dhulagari, Howrah 711331"
397,"AMIRTHA FASHION, No: 275, Pycrofts Road, Triplicane, Chennai - 600005"
398,"92, LAXMIDHAM SOCIETY, PASODRA CHOKDI,KHOLVAD, KAMREJ, Surat, Gujarat, 394190"
399,"GORLYA - 217, Amazing Star, Nr. Mahavir Circle, Yogi Chowk, Surat, Gujarat - 395006"
400,"Pineapple Impex 35,Ambika Ind.,Opp. RKLP,Puna Saroli Road,Saoli,Surat-395010"
401,"Odette e-retail private limited. VV towers 3&4th floor opp shobha jasmine apartment, green glen layout, Bellandur, Bangalore-560103"
402,"CHANSI TRENDZ, 50,51, NARAYANNAGAR INDUSTRIAL ESTATE VIBHAG-2, NEAR DUMBHAL FIRE STATION, DUMBHAL, 395010"
403,"Chhabra Triple Five Fashions Pvt Ltd | Shop No. 555, Katra Asharfi, Chandni Chowk, Delhi-110006 | 9212651555"
404,"Svx Sports , A97 Sector 83 , Noida -201305"
405,"Adamya Knitwears 1690,Bandian mohalla,uchi galli,ludhiana 141008"
406,"Trade by us ,Khasra no.1143,1st floor,Rithala,Delhi-110085"
407,"THE DESIGN CELLARS,E-47/11, OKHLA INDUSTRIAL AREA,PHASE II, NEW DELHI 110020"
408,"Deepam, First Floor,Plot No.26C,26B,Behind JK Tyre Showroom,Diggi Malpura Road,Sanganer,Jaipur,Rajasthan, 302029"
409,"Radnik Exports D-201, NOIDA Sector-63 Gautam Budh Nagar Uttar Pradesh Gautam Budh Nagar, Uttar Pradesh-201301 India"
410,"Excel Textile, Khasra No. 502/2, Opp Plot no. 65, Khandsa Village, Sec-37, Gurgaon, Haryana, 122001"
411,"PREMIERE RETAIL TRADING PRIVATE LIMITED Khasra No 36/1,VPO Bamdoli Main bijwasan road Delhi 110077"
412,"WEDANI LIFESTYLE, 7012, RAJ TEXTILE WORLD, GODADARA ROAD, SURAT-395010"
413,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
414,"PURVAJA, 604, 6th Floor, Raghuvir Textile Mall, AAI Mata Road, b/h Dominos Pizza, Dumbhal, Surat, Gujarat 395010 India"
415,"MAYFFEI LIFESTYLE PRIVATE LIMITED PLOT NO-561,PACE CITY ||SECTOR 37 GURGAON, HARYANA-122004"
416,"ANOKHI DESIGNER-Plot No.2, Ground FloorVallabhacharya Road, HirabaugSurat , GUJARAT - 395006"
417,"VISHVAS INTERNATIONAL PVT LTD, A-46, SECTOR-58, NOIDA, 201303, UP"
418,"Manomay Creation 63/189, Pratap Nagar, Jaipur - 302033, Rajasthan"
419,"Pimu Collection Plot No 50, C Block, Krishna City, LNT Road,Madrampura, Sanganer Rajasthan PinCode:302029"
420,"Stylum Mart Private Limited, Plot No 26-B and 26-C, Behind JK Tyre Showroom, Ganesh Vihar, Diggi Malpura Road, Sanganer, Jaipur, Rajasthan, 302029"
421,"Draax Fashions, B-104, Sector 6, Noida, 201301"
422,"Pink December Fashion Pvt Ltd, 135, PRIME ESTATE, KHO NAGORIYAN, JAGATPURA, JAIPUR, Rajasthan, India, 302017"
423,"DBS Lifestyle India Private Limited, B-107, Sector 2, Noida, Gautam buddha nagar, Uttar pradesh, 201301"
424,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (394221)
425,LUEUR VESTURES PVT LTD 385A UDYOG VIHAR PHASE 4 GURUGRAM HARYANA 122016
426,"Prateek Apparels Pvt Ltd (Hubli) Hubli- Nh-4 Bangalore Main Road,Varur. Vrl Complex, Hubli-581207"
427,JC JUMMY COUTURE HOUSE NO 139. MOLARBAND VILLAGE BADARPUR SHANI MANDIR DELHI 110044
428,"SAANII APPARELS PRIVATE LIMITED, PLOT NO. 122, UDYOG VIHAR PHASE 1, GURGAON - 122016"
429,"Cutiekins Private Limited, 3rd Floor ,A-25/1 , Phase -1, Narina Industrial Area, New Delhi, Delhi-110028"
430,"COTLAND FASHION PVT. LTD. - A-54 SHANTI PATH, TILAK NAGAR, JAIPUR 302004 RAJ INDIA"
431,"Summit India,C-73, Sector-58-Noida-201301"
432,"SWARRD 28, Sector 6,Noida,NOIDA,UTTAR PRADESH,201301"
